Token,District,Area,Rooms,Floor,Parking,Storage,Elevator,Exact_Price,Age,Price_per_meter
gaCQdlh4,زعفرانیه,245.0,4.0,4.0,True,True,True,147000000512,0.0,600000002.089796
gaCQPqgt,زعفرانیه,150.0,3.0,2.0,True,True,True,60000002048,25.0,400000013.6533333
gaB0r_7-,زعفرانیه,140.0,3.0,3.0,True,True,True,60000002048,15.0,428571443.2
gaCE_I5x,زعفرانیه,210.0,3.0,5.0,True,True,True,99999997952,11.0,476190466.4380952
gaCIPzes,زعفرانیه,180.0,3.0,3.0,True,True,True,80000000000,12.0,444444444.4444444
gaCAPR1V,زعفرانیه,290.0,4.0,7.0,True,True,True,105000001536,21.0,362068970.8137931
gaBw9q66,زعفرانیه,200.0,3.0,2.0,True,True,True,170000007168,1.0,850000035.84
gaCUuk1v,زعفرانیه,300.0,4.0,2.0,True,True,True,215000006656,1.0,716666688.8533334
Qatz7WNY,زعفرانیه,251.0,3.0,4.0,True,True,True,109999996928,15.0,438246999.7131474
gaCMeea-,زعفرانیه,202.0,3.0,7.0,True,True,True,120000004096,7.0,594059426.2178218
Qa9Pdogz,زعفرانیه,240.0,3.0,3.0,True,True,True,179999997952,1.0,749999991.4666667
gaC4N7Mb,زعفرانیه,160.0,3.0,3.0,True,True,True,99999997952,5.0,624999987.2
gaCsty8n,زعفرانیه,229.0,3.0,8.0,True,True,True,165000003584,3.0,720524033.117904
gaCs9Xk1,زعفرانیه,235.0,3.0,1.0,True,True,True,105000001536,18.0,446808517.1744681
gaCkN9Md,زعفرانیه,250.0,3.0,3.0,True,True,True,249999998976,1.0,999999995.904
gaCActmg,زعفرانیه,270.0,4.0,3.0,True,True,True,112000000000,19.0,414814814.8148148
gaCo8tQX,زعفرانیه,210.0,3.0,1.0,True,True,True,109999996928,16.0,523809509.18095237
Qa6rAqLz,زمزم,65.0,1.0,1.0,True,True,True,6499999744,15.0,99999996.06153846
gaBcXPlM,زمزم,65.0,1.0,1.0,True,False,True,6750000128,15.0,103846155.81538461
gaDYDGyA,زمزم,60.0,2.0,2.0,True,True,True,5249999872,6.0,87499997.86666666
Qa_nYQjo,زمزم,59.0,2.0,1.0,False,True,False,5000000000,16.0,84745762.71186441
gaCc-0Bt,زمزم,65.0,1.0,4.0,False,False,False,4400000000,16.0,67692307.6923077
gaBoaaw9,زمزم,65.0,1.0,4.0,False,True,False,4300000256,12.0,66153850.092307694
gaCYtC1I,زمزم,65.0,1.0,3.0,False,True,False,4380000256,16.0,67384619.32307692
gaDwHiBD,زنجان جنوبی,59.0,2.0,2.0,False,True,False,6280000000,20.0,106440677.96610169
gaB0PeMM,زنجان جنوبی,55.0,2.0,3.0,True,True,True,4200000000,7.0,76363636.36363636
gaDA1m5D,زنجان جنوبی,85.0,2.0,2.0,False,True,True,12499999744,8.0,147058820.51764706
gaBIqiZV,زنجان جنوبی,85.0,2.0,2.0,False,True,True,12499999744,9.0,147058820.51764706
gaDQkpeR,زنجان جنوبی,53.0,1.0,0.0,False,False,False,7500000256,10.0,141509438.79245284
gaDMkGAB,زنجان جنوبی,66.0,2.0,1.0,False,True,True,10990000128,6.0,166515153.45454547
gaDMEZJL,زنجان جنوبی,46.0,1.0,2.0,False,True,False,7500000256,20.0,163043483.82608697
gaD4zd46,زنجان جنوبی,50.0,1.0,2.0,False,True,False,6300000256,22.0,126000005.12
gaDgjt5V,زنجان جنوبی,77.0,2.0,6.0,False,True,True,12160000000,10.0,157922077.92207792
gaCUNgL6,زنجان جنوبی,61.0,2.0,3.0,True,True,True,10700000256,3.0,175409840.26229507
gaDcTUUp,زنجان جنوبی,52.0,1.0,2.0,True,True,False,7150000128,17.0,137500002.46153846
gaAYjEtO,زنجان جنوبی,75.0,2.0,3.0,True,True,False,7900000256,21.0,105333336.74666667
gaDUT5c1,زنجان جنوبی,50.0,1.0,4.0,False,True,False,6249999872,16.0,124999997.44
gaDEj2Lr,زنجان جنوبی,50.0,1.0,3.0,True,True,False,7000000000,20.0,140000000.0
gaB8p4K5,زنجان جنوبی,60.0,2.0,1.0,True,True,False,8600000512,17.0,143333341.86666667
Qa63fMQI,زنجان جنوبی,45.0,1.0,2.0,False,False,False,7200000000,21.0,160000000.0
gaAMpgD4,زنجان جنوبی,102.0,2.0,4.0,True,True,True,13699999744,0.0,134313722.98039216
Qa4baFcl,زنجان جنوبی,50.0,1.0,3.0,False,True,False,6200000000,16.0,124000000.0
gaDUCKsS,زنجان جنوبی,52.0,1.0,3.0,True,True,False,7400000000,16.0,142307692.30769232
gaDoRpMl,زنجان جنوبی,82.0,2.0,2.0,False,True,False,8999999488,21.0,109756091.31707317
gaD8RqJs,زنجان جنوبی,52.0,1.0,3.0,True,True,False,7500000256,20.0,144230774.15384614
gaD4hzwy,زنجان جنوبی,45.0,1.0,3.0,False,True,False,5249999872,17.0,116666663.82222222
Qa4vYUe-,زنجان جنوبی,55.0,2.0,3.0,False,False,False,6249999872,20.0,113636361.30909091
gaDsxcdy,زنجان جنوبی,71.0,2.0,2.0,False,True,False,9600000000,21.0,135211267.6056338
gaDgB0VZ,زنجان جنوبی,80.0,2.0,4.0,True,True,True,16099999744,1.0,201249996.8
gaDgxW5G,زنجان جنوبی,65.0,2.0,1.0,True,True,True,12499999744,6.0,192307688.36923078
gaDcx4fb,زنجان جنوبی,63.0,1.0,3.0,False,True,True,9400000512,8.0,149206357.33333334
gaDcRGhM,زنجان جنوبی,107.0,2.0,1.0,True,True,True,20000000000,7.0,186915887.8504673
Qa8zCVTS,زنجان جنوبی,60.0,2.0,1.0,False,True,False,8300000256,15.0,138333337.6
gaDIRacE,زنجان جنوبی,56.0,2.0,3.0,False,True,False,6300000256,20.0,112500004.57142857
gaDIRY8t,زنجان جنوبی,75.0,2.0,4.0,True,True,False,8800000000,19.0,117333333.33333333
gaDEBDrE,زنجان جنوبی,76.0,2.0,4.0,False,False,True,9980000256,3.0,131315792.84210527
gaD8AHQD,زنجان جنوبی,80.0,2.0,6.0,True,False,True,15200000000,1.0,190000000.0
gaDwAXxz,زنجان جنوبی,79.0,2.0,3.0,False,True,True,11349999616,3.0,143670881.21518987
QapT9VXx,زنجان جنوبی,46.0,1.0,2.0,True,True,True,8280000000,1.0,180000000.0
Qa-fe0J4,زنجان جنوبی,70.0,2.0,3.0,True,True,True,11800000512,9.0,168571435.8857143
gaC8_-0t,زنجان جنوبی,78.0,2.0,3.0,False,True,False,7489999872,19.0,96025639.38461539
gaC4P9S1,زنجان جنوبی,53.0,1.0,4.0,True,True,False,5500000256,17.0,103773589.73584905
gaC0fAC5,زنجان جنوبی,80.0,2.0,5.0,True,True,True,17999998976,0.0,224999987.2
gaCsvFry,زنجان جنوبی,70.0,2.0,4.0,True,True,False,12400000000,20.0,177142857.14285713
gaCk_5ej,زنجان جنوبی,113.0,3.0,6.0,True,True,True,18400000000,2.0,162831858.40707964
Qa-f8CTD,زنجان جنوبی,50.0,1.0,2.0,True,False,True,10000000000,10.0,200000000.0
gaCcOEa5,زنجان جنوبی,60.0,2.0,1.0,False,True,False,7699999744,14.0,128333329.06666666
gaCodKdm,زنجان جنوبی,40.0,1.0,2.0,False,True,False,5699999744,25.0,142499993.6
gaCcvT8e,زنجان جنوبی,68.0,2.0,1.0,True,True,False,10200000512,16.0,150000007.52941176
gaCMPgAm,زنجان جنوبی,59.0,2.0,4.0,False,True,False,6300000256,24.0,106779665.3559322
gaCEf8ox,زنجان جنوبی,65.0,2.0,1.0,True,True,True,12000000000,6.0,184615384.6153846
gaCAPeju,زنجان جنوبی,100.0,2.0,1.0,False,True,True,20500000768,1.0,205000007.68
gaC8upSP,زنجان جنوبی,68.0,2.0,1.0,True,True,False,10200000512,18.0,150000007.52941176
gaCwOrXA,زنجان جنوبی,115.0,3.0,1.0,True,False,True,16000000000,1.0,139130434.7826087
gaCgOrdo,زنجان جنوبی,103.0,2.0,2.0,False,True,True,20299999232,0.0,197087371.18446603
gaCcuWqF,زنجان جنوبی,63.0,2.0,3.0,False,False,False,7299999744,25.0,115873011.8095238
gaCcOIYe,زنجان جنوبی,63.0,2.0,1.0,False,True,False,8499999744,13.0,134920630.85714287
gaCodGjX,زنجان جنوبی,71.0,2.0,1.0,True,True,False,9699999744,15.0,136619714.70422536
gaCQelpr,زنجان جنوبی,54.0,1.0,0.0,False,False,False,7649999872,22.0,141666664.2962963
Qa7rieUL,زنجان جنوبی,80.0,2.0,1.0,True,True,True,10599999488,11.0,132499993.6
gaCMuBTC,زنجان جنوبی,50.0,1.0,2.0,False,False,False,6499999744,21.0,129999994.88
gaCI-qpD,زنجان جنوبی,71.0,1.0,1.0,False,True,True,11000000512,7.0,154929584.67605633
gaCE-ZGz,زنجان جنوبی,112.0,2.0,6.0,True,True,True,18900000768,2.0,168750006.85714287
Qa2zwIiV,زنجان جنوبی,56.0,2.0,2.0,False,True,False,6200000000,20.0,110714285.71428572
gaCctsfv,زنجان جنوبی,33.0,1.0,2.0,False,True,True,6419999744,3.0,194545446.78787878
gaCA-mnS,زنجان جنوبی,40.0,1.0,2.0,True,False,True,7500000256,13.0,187500006.4
QaxHLuN9,زنجان جنوبی,75.0,2.0,3.0,False,True,True,12499999744,5.0,166666663.25333333
gaCAxZis,زنجان جنوبی,63.0,2.0,1.0,False,True,False,8300000256,15.0,131746035.8095238
gaCoN2Q0,زنجان جنوبی,53.0,1.0,1.0,False,True,False,7400000000,13.0,139622641.50943395
gaCs9ZRL,زنجان جنوبی,72.0,2.0,1.0,True,True,False,10000000000,16.0,138888888.8888889
gaCcdHut,زنجان جنوبی,55.0,1.0,1.0,False,True,False,7299999744,10.0,132727268.07272728
gaAcp7eZ,زنجان جنوبی,60.0,2.0,1.0,False,True,False,8300000256,15.0,138333337.6
Qa4DyRsb,زنجان جنوبی,111.0,3.0,3.0,True,True,True,19499999232,1.0,175675668.75675675
gaDUywY7,زنجان جنوبی,85.0,2.0,2.0,True,True,True,12499999744,7.0,147058820.51764706
gaDwRnnV,زنجان جنوبی,54.0,1.0,3.0,False,True,True,8400000000,8.0,155555555.55555555
gaDAAAAr,زنجان جنوبی,110.0,2.0,4.0,True,True,True,24199999488,0.0,219999995.34545454
gaCcfD_E,زنجان جنوبی,81.0,2.0,5.0,True,True,True,17999998976,0.0,222222209.58024693
gaCYvBoy,زنجان جنوبی,103.0,2.0,1.0,False,True,True,20500000768,0.0,199029133.66990292
gaC8en1H,زنجان جنوبی,60.0,2.0,3.0,False,True,False,6449999872,19.0,107499997.86666666
gaC49ous,زنجان جنوبی,56.0,2.0,3.0,False,True,False,6400000000,20.0,114285714.28571428
gaCoNZ8X,زنجان جنوبی,53.0,1.0,1.0,True,True,True,7500000256,13.0,141509438.79245284
gaCotGQQ,زنجان جنوبی,54.0,1.0,0.0,False,True,False,7500000256,20.0,138888893.62962964
gaCkt3eg,زنجان جنوبی,64.0,1.0,3.0,False,False,True,9299999744,9.0,145312496.0
gaCgt5VU,زنجان جنوبی,69.0,2.0,1.0,True,True,False,9900000256,18.0,143478264.57971016
Qa4fm2nb,زنجان جنوبی,53.0,1.0,1.0,False,True,False,4700000256,22.0,88679250.11320755
gaCM_7_W,زهتابی,69.0,1.0,5.0,True,False,True,6350000128,11.0,92028987.36231884
Qa_LhULO,زهتابی,88.0,2.0,4.0,True,False,True,9200000000,1.0,104545454.54545455
gaCUvGyQ,زهتابی,47.0,1.0,4.0,False,True,False,4200000000,15.0,89361702.12765957
gaCY-gWt,زهتابی,54.0,1.0,4.0,False,False,True,5500000256,12.0,101851856.5925926
QajPjel8,زیبادشت,115.0,3.0,9.0,True,True,True,12650000384,1.0,110000003.33913043
gaAcBPly,زیبادشت,137.0,3.0,6.0,True,True,True,15070000128,0.0,110000000.93430656
Qatrvexn,زیبادشت,115.0,2.0,17.0,True,True,True,10750000128,1.0,93478261.98260869
gaDwVKnK,زیبادشت,136.0,3.0,9.0,True,True,True,15070000128,0.0,110808824.47058824
QabDjiyJ,زیبادشت,103.0,2.0,30.0,True,True,True,3089999872,1.0,29999998.757281553
gaD4z18l,زیبادشت,100.0,2.0,6.0,True,True,True,23000000512,0.0,230000005.12
Qa7nZYvo,زیبادشت,107.0,2.0,15.0,True,True,True,6969999872,1.0,65140185.719626166
gaDIi4-8,زیبادشت,120.0,3.0,21.0,True,True,True,12099999744,0.0,100833331.2
gaCsdmUo,زیبادشت,90.0,2.0,21.0,True,True,True,9349999616,0.0,103888884.62222221
Qa4DlwwG,زیبادشت,108.0,2.0,20.0,True,True,True,6979999744,1.0,64629627.25925926
Qa_bEGkh,زیبادشت,85.0,2.0,21.0,True,True,True,5550000128,0.0,65294119.152941175
gaDMA6IO,زیبادشت,80.0,2.0,14.0,True,True,True,8800000000,1.0,110000000.0
QauPXsj_,زیبادشت,105.0,2.0,15.0,True,True,True,6960000000,1.0,66285714.28571428
gaCAOkGu,زیبادشت,110.0,2.0,5.0,True,True,True,12300000256,0.0,111818184.14545454
Qa4Dtaol,زیبادشت,110.0,2.0,3.0,True,True,True,22000001024,10.0,200000009.3090909
gaDkou5l,زیبادشت,132.0,2.0,5.0,True,True,True,20999999488,5.0,159090905.21212122
Qa9PZLda,زیبادشت,110.0,2.0,7.0,True,True,True,11989999616,1.0,108999996.50909092
gaDIRWTl,زیبادشت,110.0,2.0,2.0,True,True,True,16800000000,18.0,152727272.72727272
gaDAgXk-,زیبادشت,135.0,3.0,3.0,True,True,True,23000000512,18.0,170370374.16296297
gaCoO0PL,زیبادشت,100.0,2.0,11.0,True,True,True,11000000512,1.0,110000005.12
gaDIHrfu,سازمان آب,120.0,2.0,1.0,True,True,True,22499999744,18.0,187499997.86666667
gaDAnrDi,سازمان آب,95.0,2.0,1.0,True,True,True,22499999744,17.0,236842102.56842107
gaDUmpbl,سازمان آب,140.0,3.0,1.0,True,True,True,38999998464,2.0,278571417.6
Qa8vkMQk,سازمان آب,113.0,3.0,1.0,True,True,True,26100000768,10.0,230973458.1238938
gaDclYgv,سازمان آب,110.0,2.0,4.0,True,True,True,24500000768,10.0,222727279.70909092
gaD0kqt4,سازمان آب,107.0,2.0,1.0,True,True,True,22499999744,18.0,210280371.43925235
gaDsk7ev,سازمان آب,106.0,2.0,0.0,True,True,False,22350000128,22.0,210849057.81132075
gaDU0ozL,سازمان آب,122.0,3.0,2.0,True,True,True,26300000256,15.0,215573772.59016395
gaDgEgwb,سازمان آب,81.0,2.0,1.0,True,True,True,16999999488,25.0,209876536.8888889
gaDMUHnS,سازمان آب,130.0,3.0,3.0,True,True,True,37499998208,1.0,288461524.6769231
gaDMjzwB,سازمان آب,139.0,3.0,9.0,True,True,True,35799998464,0.0,257553945.78417265
gaDIDDnU,سازمان آب,84.0,2.0,4.0,True,True,True,20500000768,6.0,244047628.19047618
gaCQfN4N,سازمان آب,55.0,1.0,2.0,True,False,False,12990000128,17.0,236181820.5090909
gaCc-aAP,سازمان آب,115.0,2.0,1.0,True,True,False,20500000768,20.0,178260876.24347827
Qa7DAaTp,سازمان آب,110.0,3.0,1.0,True,True,True,27150000128,10.0,246818182.98181817
gaDshcWn,سازمان آب,95.0,2.0,2.0,True,True,True,20989999104,7.0,220947358.98947367
gaDkxrQn,سازمان آب,105.0,2.0,1.0,True,True,True,22499999744,16.0,214285711.84761906
gaBEfQEf,سازمان آب,79.0,2.0,1.0,True,True,False,15800000512,25.0,200000006.48101267
gaCEuxAE,سازمان آب,113.0,2.0,5.0,True,True,True,23800000512,23.0,210619473.55752212
gaBQeehj,سازمان آب,110.0,2.0,4.0,True,True,True,25200001024,16.0,229090918.4
gaDUgQTU,سازمان آب,110.0,3.0,1.0,True,True,True,30850000896,11.0,280454553.6
gaDQw2sy,سازمان آب,119.0,3.0,3.0,True,True,False,19719999488,19.0,165714281.4117647
gaDIAquo,سازمان آب,120.0,3.0,1.0,True,True,True,26200000512,15.0,218333337.6
gaCwv21d,سازمان آب,117.0,3.0,2.0,True,True,True,30000001024,6.0,256410265.16239315
gaBk4yT4,سازمان آب,100.0,2.0,4.0,True,True,True,21500000256,10.0,215000002.56
Qatn8Cv1,سازمان آب,110.0,2.0,5.0,True,True,True,25799999488,21.0,234545449.8909091
Qa-TP80C,سازمان آب,58.0,1.0,5.0,True,True,True,14200000512,16.0,244827595.03448275
gaCgPBnf,سازمان آب,142.0,3.0,4.0,True,True,True,35699998720,13.0,251408441.69014084
QamPzS0y,سازمان آب,81.0,2.0,4.0,True,True,True,17999998976,7.0,222222209.58024693
Qa4zl2bs,سازمان آب,113.0,2.0,8.0,True,True,True,19499999232,1.0,172566364.88495576
gaDkzEt9,سازمان آب,84.0,2.0,4.0,True,True,True,20500000768,11.0,244047628.19047618
gaDcCpcq,سازمان آب,138.0,3.0,3.0,True,True,True,36400001024,2.0,263768123.36231884
gaDMC2s0,سازمان آب,62.0,1.0,8.0,True,True,True,15000000512,5.0,241935492.12903225
Qa7fmxOE,سازمان آب,59.0,1.0,2.0,True,False,False,12999999488,17.0,220338974.37288135
Qa37TeMB,سازمان آب,77.0,2.0,3.0,True,True,True,18449999872,12.0,239610387.94805196
gaCgN266,سازمان آب,100.0,2.0,4.0,True,True,True,22000001024,17.0,220000010.24
gaDoTwIH,سازمان برنامه جنوبی,82.0,2.0,2.0,True,True,True,20999999488,9.0,256097554.7317073
gaDgmUaL,سازمان برنامه جنوبی,103.0,2.0,2.0,True,True,True,27000000512,13.0,262135927.30097088
gaD8kv4g,سازمان برنامه جنوبی,94.0,2.0,3.0,True,True,True,22699999232,16.0,241489353.5319149
QapPOlNA,سازمان برنامه جنوبی,77.0,2.0,2.0,True,True,False,17500000256,20.0,227272730.5974026
gaDgF1Rq,سازمان برنامه جنوبی,67.0,1.0,0.0,True,True,False,15500000256,26.0,231343287.40298507
gaDk1CRb,سازمان برنامه جنوبی,68.0,2.0,4.0,True,True,True,16499999744,13.0,242647055.05882353
Qa1TbK8t,سازمان برنامه جنوبی,100.0,2.0,3.0,True,True,True,25550000128,13.0,255500001.28
Qa1_bucJ,سازمان برنامه جنوبی,70.0,2.0,5.0,True,True,True,16000000000,20.0,228571428.57142857
gaDg0kG-,سازمان برنامه جنوبی,80.0,2.0,1.0,True,True,True,16999999488,17.0,212499993.6
gaB8JIQY,سازمان برنامه جنوبی,45.0,1.0,1.0,True,True,True,12999999488,10.0,288888877.51111114
gaCYeQuy,سازمان برنامه جنوبی,75.0,2.0,4.0,True,True,True,17799999488,19.0,237333326.50666666
gaDckssf,سازمان برنامه جنوبی,50.0,1.0,2.0,True,True,True,14099999744,17.0,281999994.88
gaDY0SsO,سازمان برنامه جنوبی,96.0,2.0,3.0,True,True,True,22200000512,19.0,231250005.33333334
gaDMSIQp,سازمان برنامه جنوبی,75.0,2.0,5.0,True,True,True,17999998976,10.0,239999986.34666666
Qa_3DSlE,سازمان برنامه جنوبی,75.0,2.0,2.0,True,True,True,18800001024,11.0,250666680.32
gaD0jLZR,سازمان برنامه جنوبی,61.0,1.0,1.0,True,True,True,12350000128,21.0,202459018.4918033
gaD0zNnN,سازمان برنامه جنوبی,80.0,2.0,2.0,True,True,True,16800000000,15.0,210000000.0
gaD0TOE_,سازمان برنامه جنوبی,72.0,2.0,5.0,True,True,True,17699999744,10.0,245833329.7777778
gaDoTamW,سازمان برنامه جنوبی,71.0,2.0,5.0,True,True,True,16650000384,22.0,234507047.66197184
gaBw3NJA,سازمان برنامه جنوبی,76.0,2.0,3.0,True,True,True,17899999232,15.0,235526305.68421054
gaDYD_ES,سازمان برنامه جنوبی,82.0,2.0,5.0,True,True,True,19499999232,11.0,237804868.68292683
Qaw3lcHq,سازمان برنامه جنوبی,78.0,2.0,4.0,True,True,True,16849999872,7.0,216025639.3846154
gaDIzi3U,سازمان برنامه جنوبی,65.0,2.0,0.0,False,True,False,10499999744,18.0,161538457.6
Qa5ftVfc,سازمان برنامه جنوبی,86.0,2.0,3.0,True,True,True,20999999488,21.0,244186040.55813953
gaD8ih5Z,سازمان برنامه جنوبی,115.0,2.0,3.0,True,True,True,38000001024,0.0,330434791.51304346
gaD8CNFj,سازمان برنامه جنوبی,73.0,2.0,3.0,True,True,True,17200001024,17.0,235616452.38356164
gaD4ir9x,سازمان برنامه جنوبی,65.0,2.0,3.0,True,True,True,16000000000,9.0,246153846.15384614
gaBgIOvi,سازمان برنامه جنوبی,57.0,1.0,5.0,True,True,True,13799999488,13.0,242105254.17543858
gaDgiZo3,سازمان برنامه جنوبی,82.0,2.0,2.0,True,True,True,20999999488,10.0,256097554.7317073
gaD0yqtp,سازمان برنامه جنوبی,70.0,2.0,1.0,True,True,True,15900000256,17.0,227142860.8
gaBAtFNQ,سازمان برنامه جنوبی,83.0,2.0,2.0,True,True,True,16800000000,12.0,202409638.55421686
gaDsiPdl,سازمان برنامه جنوبی,71.0,2.0,3.0,True,True,True,18499999744,15.0,260563376.67605633
gaDoSkpE,سازمان برنامه جنوبی,61.0,1.0,3.0,True,True,True,15600000000,19.0,255737704.9180328
gaDoyOys,سازمان برنامه جنوبی,77.0,2.0,5.0,True,True,True,17999998976,15.0,233766220.46753246
Qau7CyDs,سازمان برنامه جنوبی,54.0,1.0,2.0,True,True,True,14200000512,15.0,262962972.44444445
gaCw-EA-,سازمان برنامه جنوبی,80.0,2.0,3.0,True,True,True,19000000512,9.0,237500006.4
gaD0BZT2,سازمان برنامه جنوبی,77.0,2.0,5.0,True,True,True,17799999488,6.0,231168824.51948053
gaDcS7B8,سازمان برنامه جنوبی,60.0,1.0,3.0,True,True,False,12300000256,18.0,205000004.26666668
gaDcCqos,سازمان برنامه جنوبی,52.0,1.0,1.0,True,True,True,17200001024,10.0,330769250.46153843
gaD8wq5Z,سازمان برنامه جنوبی,61.0,1.0,1.0,False,True,False,10300000256,21.0,168852463.21311477
gaDMy_tW,سازمان برنامه جنوبی,44.0,1.0,2.0,True,True,True,10499999744,18.0,238636357.8181818
gaDMSyq3,سازمان برنامه جنوبی,58.0,1.0,3.0,True,True,True,16800000000,6.0,289655172.4137931
gaDICsKw,سازمان برنامه جنوبی,75.0,2.0,2.0,True,True,True,24500000768,0.0,326666676.9066667
gaCIdchC,سازمان برنامه جنوبی,74.0,2.0,5.0,True,True,True,17600000000,9.0,237837837.83783785
gaDEi6sB,سازمان برنامه جنوبی,60.0,2.0,3.0,True,True,True,18599999488,0.0,309999991.46666664
gaDEC7oy,سازمان برنامه جنوبی,65.0,2.0,0.0,False,True,False,10499999744,18.0,161538457.6
gaDACOZ_,سازمان برنامه جنوبی,60.0,1.0,4.0,True,True,True,16300000256,7.0,271666670.93333334
Qa4vImr_,سازمان برنامه جنوبی,92.0,2.0,5.0,True,True,True,24800000000,15.0,269565217.3913044
gaD8RIpR,سازمان برنامه جنوبی,76.0,2.0,3.0,True,True,True,16999999488,18.0,223684203.78947368
gaD0Bm2_,سازمان برنامه جنوبی,85.0,2.0,1.0,True,True,True,20500000768,20.0,241176479.6235294
gaDwxeC1,سازمان برنامه جنوبی,60.0,1.0,1.0,False,True,False,12499999744,17.0,208333329.06666666
Qa8bjyHe,سازمان برنامه جنوبی,70.0,2.0,3.0,True,True,True,17699999744,13.0,252857139.2
gaDoBs6e,سازمان برنامه جنوبی,81.0,2.0,3.0,True,True,True,17500000256,20.0,216049385.87654322
Qaj_n49a,سازمان برنامه جنوبی,100.0,2.0,3.0,True,True,True,20999999488,11.0,209999994.88
gaDARHc0,سازمان برنامه جنوبی,75.0,2.0,3.0,True,True,True,19000000512,7.0,253333340.16
gaD4Qh24,سازمان برنامه جنوبی,65.0,2.0,0.0,False,True,True,10499999744,19.0,161538457.6
gaCcOU0f,سازمان برنامه جنوبی,70.0,2.0,5.0,True,True,True,17799999488,10.0,254285706.97142857
gaDkws2P,سازمان برنامه جنوبی,52.0,1.0,1.0,True,True,True,16000000000,10.0,307692307.6923077
gaDgAaCm,سازمان برنامه جنوبی,55.0,1.0,3.0,True,True,True,16499999744,8.0,299999995.3454546
gaDkwLkz,سازمان برنامه جنوبی,58.0,1.0,4.0,True,True,True,16849999872,14.0,290517239.17241377
gaDYQM3Z,سازمان برنامه جنوبی,44.0,1.0,0.0,True,True,True,12800000000,20.0,290909090.90909094
gaCkO1pR,سازمان برنامه جنوبی,72.0,1.0,1.0,True,True,True,14499999744,18.0,201388885.33333334
gaDQQ-N5,سازمان برنامه جنوبی,55.0,1.0,1.0,True,True,True,15000000512,9.0,272727282.03636366
gaC0_YLV,سازمان برنامه جنوبی,61.0,1.0,2.0,True,True,True,16800000000,7.0,275409836.06557375
gaC0fA59,سازمان برنامه جنوبی,84.0,2.0,3.0,True,True,True,19499999232,7.0,232142848.0
Qa7PgoqH,سازمان برنامه جنوبی,77.0,2.0,3.0,True,True,True,16800000000,15.0,218181818.1818182
gaC0-dgg,سازمان برنامه جنوبی,68.0,2.0,2.0,True,True,True,16899999744,13.0,248529408.0
gaCMuKv7,سازمان برنامه جنوبی,52.0,1.0,1.0,True,True,True,14000000000,13.0,269230769.2307692
gaCQv3Qh,سازمان برنامه جنوبی,60.0,1.0,4.0,True,True,True,19200000000,1.0,320000000.0
QayPQAd2,سازمان برنامه جنوبی,100.0,2.0,2.0,True,True,True,30000001024,8.0,300000010.24
gaBkM6mb,سازمان برنامه جنوبی,75.0,2.0,3.0,True,True,True,17500000256,15.0,233333336.74666667
gaBg84kF,سازمان برنامه جنوبی,78.0,2.0,2.0,True,True,True,22499999744,20.0,288461535.17948717
Qa1j6nmb,سازمان برنامه جنوبی,114.0,3.0,5.0,True,True,True,23499999232,10.0,206140344.14035088
gaCIOAkQ,سازمان برنامه جنوبی,55.0,1.0,2.0,True,True,True,14800000000,8.0,269090909.09090906
gaC4evra,سازمان برنامه جنوبی,92.0,2.0,5.0,True,True,True,25600000000,11.0,278260869.5652174
gaC4-5IF,سازمان برنامه جنوبی,76.0,2.0,3.0,True,True,True,16999999488,19.0,223684203.78947368
gaC0O-oG,سازمان برنامه جنوبی,70.0,2.0,3.0,True,True,True,16000000000,15.0,228571428.57142857
gaC0O6me,سازمان برنامه جنوبی,78.0,2.0,2.0,True,True,True,19299999744,8.0,247435894.15384614
gaCwst1H,سازمان برنامه جنوبی,75.0,2.0,4.0,True,True,True,15800000512,16.0,210666673.49333334
gaBUtBNv,سازمان برنامه جنوبی,77.0,2.0,2.0,True,True,True,15980000256,18.0,207532470.85714287
QaczPv55,سازمان برنامه جنوبی,65.0,2.0,3.0,True,True,True,17999998976,10.0,276923061.16923076
gaCsOL0Q,سازمان برنامه جنوبی,60.0,1.0,3.0,True,True,True,16499999744,9.0,274999995.73333335
gaAgbuMp,سازمان برنامه جنوبی,60.0,1.0,2.0,True,True,True,16300000256,5.0,271666670.93333334
gaCUOnBp,سازمان برنامه جنوبی,77.0,2.0,5.0,True,True,True,17999998976,15.0,233766220.46753246
gaCUOLxB,سازمان برنامه جنوبی,50.0,1.0,2.0,True,True,True,15800000512,16.0,316000010.24
Qa0TIrTO,سازمان برنامه جنوبی,70.0,2.0,5.0,True,True,True,16199999488,17.0,231428564.1142857
gaCMeOYP,سازمان برنامه جنوبی,91.0,2.0,5.0,True,True,True,23299999744,20.0,256043953.23076922
gaC4N8ot,سازمان برنامه جنوبی,76.0,2.0,2.0,True,True,True,16999999488,17.0,223684203.78947368
gaCAuTJu,سازمان برنامه جنوبی,92.0,2.0,4.0,True,True,True,22539999232,0.0,244999991.6521739
gaBAfkxv,سازمان برنامه جنوبی,110.0,2.0,5.0,True,True,True,31000000512,7.0,281818186.4727273
gaCk9h0W,سازمان برنامه جنوبی,53.0,1.0,3.0,True,True,True,14000000000,6.0,264150943.3962264
gaC0dQHZ,سازمان برنامه جنوبی,64.0,2.0,1.0,True,True,False,15000000512,20.0,234375008.0
Qa4jl-ec,سازمان برنامه جنوبی,86.0,2.0,5.0,True,True,True,25799999488,1.0,299999994.04651165
